experiment,condition_id,condition_label,trial,frequency_hz,sample_amount_ml,effective_depth_cm,success,energy_wh,target_depth_cm
substrate,high_silt,高浊度泥沙,24,2.0,28.64723570678526,13.494431403274517,True,,15.0
substrate,high_silt,高浊度泥沙,25,2.0,27.89663915080564,13.950958901906283,True,,15.0
substrate,high_silt,高浊度泥沙,26,2.0,28.07157026237864,13.087862832345712,True,,15.0
substrate,high_silt,高浊度泥沙,27,2.0,30.328794645356496,13.590946929718832,True,,15.0
substrate,high_silt,高浊度泥沙,28,2.0,30.194047782895783,12.934874007246155,True,,15.0
substrate,high_silt,高浊度泥沙,29,2.0,31.213996016808338,12.972181430450549,True,,15.0
substrate,high_silt,高浊度泥沙,30,2.0,28.238167651110313,13.78786926857907,True,,15.0
substrate,high_silt,高浊度泥沙,31,2.0,27.631181490570114,13.398813134430288,True,,15.0
substrate,high_silt,高浊度泥沙,32,2.0,27.069518444646285,13.701382618737318,False,,15.0
substrate,high_silt,高浊度泥沙,33,2.0,29.651460257354394,13.003649095917437,True,,15.0
substrate,high_silt,高浊度泥沙,34,2.0,28.092517892940105,14.209289125842618,True,,15.0
substrate,high_silt,高浊度泥沙,35,2.0,27.40865685739175,13.706262235818203,True,,15.0
substrate,high_silt,高浊度泥沙,36,2.0,31.708917442417185,13.739365912651007,True,,15.0
substrate,high_silt,高浊度泥沙,37,2.0,30.55210750911835,13.609949654419037,True,,15.0
substrate,high_silt,高浊度泥沙,38,2.0,28.66927283355807,13.131816504079955,True,,15.0
substrate,high_silt,高浊度泥沙,39,2.0,30.28248920959652,13.993179246214744,True,,15.0
substrate,high_silt,高浊度泥沙,40,2.0,25.874864317008065,13.575316737872487,True,,15.0
substrate,high_silt,高浊度泥沙,41,2.0,27.381441571312816,13.260661992509275,True,,15.0
substrate,high_silt,高浊度泥沙,42,2.0,28.73226009709814,14.302333238272896,False,,15.0
substrate,high_silt,高浊度泥沙,43,2.0,28.9738725488867,13.533767668777983,True,,15.0
substrate,high_silt,高浊度泥沙,44,2.0,29.974230433805445,14.009903829221699,False,,15.0
substrate,high_silt,高浊度泥沙,45,2.0,29.129472243861148,13.774353071435893,False,,15.0
substrate,high_silt,高浊度泥沙,46,2.0,28.65199560490529,15.011787258971525,True,,15.0
substrate,high_silt,高浊度泥沙,47,2.0,27.2748672045457,13.858027741216867,False,,15.0
substrate,high_silt,高浊度泥沙,48,2.0,29.164347111208713,13.791898271319326,False,,15.0
substrate,high_silt,高浊度泥沙,49,2.0,25.946580513936908,13.593973935662078,False,,15.0
substrate,high_silt,高浊度泥沙,50,2.0,30.963537242698482,14.198017698956328,True,,15.0
substrate,high_silt,高浊度泥沙,51,2.0,28.03282116652968,13.8568510535314,False,,15.0
substrate,high_silt,高浊度泥沙,52,2.0,29.86098944758895,14.303104466313881,True,,15.0
substrate,high_silt,高浊度泥沙,53,2.0,26.136098384307513,14.391080931508746,False,,15.0
substrate,high_silt,高浊度泥沙,54,2.0,30.074761761373875,13.707740775182463,True,,15.0
substrate,high_silt,高浊度泥沙,55,2.0,29.916365237662305,13.786905605639616,True,,15.0
substrate,high_silt,高浊度泥沙,56,2.0,30.744797592095463,13.166926589105735,True,,15.0
substrate,high_silt,高浊度泥沙,57,2.0,28.931961081079685,14.331589201547985,True,,15.0
substrate,high_silt,高浊度泥沙,58,2.0,29.846610035542703,15.825067558058928,True,,15.0
substrate,high_silt,高浊度泥沙,59,2.0,30.128269947077438,13.514341584176986,True,,15.0
substrate,high_silt,高浊度泥沙,60,2.0,28.973496049302856,14.076460929207755,True,,15.0
substrate,high_silt,高浊度泥沙,61,2.0,29.675240300295485,13.818661672777544,True,,15.0
substrate,high_silt,高浊度泥沙,62,2.0,29.16351047326973,13.846177297762999,False,,15.0
substrate,high_silt,高浊度泥沙,63,2.0,29.365884388943915,14.44823793952564,False,,15.0
substrate,high_silt,高浊度泥沙,64,2.0,28.913268287491533,13.789445419804752,True,,15.0
substrate,high_silt,高浊度泥沙,65,2.0,28.27491709098175,14.00450089957554,True,,15.0
substrate,high_silt,高浊度泥沙,66,2.0,27.54898928923874,13.999446176340083,True,,15.0
substrate,high_silt,高浊度泥沙,67,2.0,28.19339848742499,13.481158682596487,True,,15.0
substrate,high_silt,高浊度泥沙,68,2.0,30.5932251896323,13.803663994285566,True,,15.0
substrate,high_silt,高浊度泥沙,69,2.0,30.729953641425983,13.358219245022905,True,,15.0
substrate,high_silt,高浊度泥沙,70,2.0,27.59147765050754,14.717319064697792,True,,15.0
substrate,high_silt,高浊度泥沙,71,2.0,27.784120707786126,13.715856901536448,False,,15.0
substrate,high_silt,高浊度泥沙,72,2.0,28.668919635420924,13.963588409666846,True,,15.0
substrate,high_silt,高浊度泥沙,73,2.0,28.523545547677127,14.32595984737211,True,,15.0
substrate,high_silt,高浊度泥沙,74,2.0,26.36897820351726,14.587438834825623,True,,15.0
substrate,high_silt,高浊度泥沙,75,2.0,27.841656264811387,12.922027258623357,True,,15.0
substrate,high_silt,高浊度泥沙,76,2.0,29.98104496927687,13.053669000497266,True,,15.0
substrate,high_silt,高浊度泥沙,77,2.0,27.571852764605012,13.388512193576657,True,,15.0
substrate,high_silt,高浊度泥沙,78,2.0,29.819981328333803,14.035078431370003,True,,15.0
substrate,high_silt,高浊度泥沙,79,2.0,27.39942384818726,14.033252167605083,True,,15.0
substrate,high_silt,高浊度泥沙,80,2.0,29.899206883752058,14.029848726288446,True,,15.0
substrate,high_silt,高浊度泥沙,81,2.0,27.51799627338719,14.144602004320264,True,,15.0
substrate,high_silt,高浊度泥沙,82,2.0,30.30075142182941,13.020140640829613,True,,15.0
substrate,high_silt,高浊度泥沙,83,2.0,29.307766608322517,13.475593053076215,True,,15.0
substrate,high_silt,高浊度泥沙,84,2.0,30.74727332116163,14.008658544034866,True,,15.0
substrate,high_silt,高浊度泥沙,85,2.0,26.02800951089622,14.477151887930832,True,,15.0
substrate,high_silt,高浊度泥沙,86,2.0,28.252724766576524,14.081234580398354,True,,15.0
substrate,high_silt,高浊度泥沙,87,2.0,27.329496278892208,13.95455411673287,True,,15.0
substrate,high_silt,高浊度泥沙,88,2.0,27.52447004505675,13.809641052306576,True,,15.0
substrate,high_silt,高浊度泥沙,89,2.0,31.689558567945078,13.474134549864733,True,,15.0
substrate,high_silt,高浊度泥沙,90,2.0,29.966374500025278,14.219496589297025,True,,15.0
substrate,high_silt,高浊度泥沙,91,2.0,27.226737419716258,14.592711718851135,False,,15.0
substrate,high_silt,高浊度泥沙,92,2.0,28.39341032710302,13.059569477305809,True,,15.0
substrate,high_silt,高浊度泥沙,93,2.0,27.151423600986313,13.602281325760245,True,,15.0
substrate,high_silt,高浊度泥沙,94,2.0,28.358782468832988,13.75707682326727,True,,15.0
substrate,high_silt,高浊度泥沙,95,2.0,29.108872109972456,12.637416479933027,True,,15.0
substrate,high_silt,高浊度泥沙,96,2.0,28.02309950217475,14.049055122700677,True,,15.0
substrate,high_silt,高浊度泥沙,97,2.0,30.152241438491075,14.946682874396215,True,,15.0
substrate,high_silt,高浊度泥沙,98,2.0,26.79997747997718,14.173791296201218,True,,15.0
substrate,high_silt,高浊度泥沙,99,2.0,31.668234035244602,14.428550577922406,True,,15.0
substrate,high_silt,高浊度泥沙,100,2.0,30.22798749923393,14.629234365636894,True,,15.0
frequency,1.0_hz,1.0 Hz,1,1.0,18.224207235823556,,,4.738307581885774,
frequency,1.0_hz,1.0 Hz,2,1.0,17.022966889657205,,,4.862191230593658,
frequency,1.0_hz,1.0 Hz,3,1.0,18.058169324758044,,,4.871868253808452,
frequency,1.0_hz,1.0 Hz,4,1.0,16.996715169647217,,,4.705501523839334,
frequency,1.0_hz,1.0 Hz,5,1.0,18.49659496331168,,,4.725667541527714,
frequency,1.0_hz,1.0 Hz,6,1.0,19.092091977846447,,,4.809574217945367,
frequency,1.0_hz,1.0 Hz,7,1.0,17.385567080854027,,,4.80291374082066,
frequency,1.0_hz,1.0 Hz,8,1.0,18.28878976995867,,,4.784466408237633,
frequency,1.0_hz,1.0 Hz,9,1.0,18.21804534558553,,,4.815633330094605,
frequency,1.0_hz,1.0 Hz,10,1.0,18.759939970134155,,,4.863693584430844,
frequency,1.0_hz,1.0 Hz,11,1.0,17.5386389886855,,,4.901760409525302,
frequency,1.0_hz,1.0 Hz,12,1.0,17.025251742958886,,,4.763548639442778,
frequency,1.0_hz,1.0 Hz,13,1.0,16.995685484721275,,,4.759670817067097,
frequency,1.0_hz,1.0 Hz,14,1.0,18.250053656472144,,,4.816857147240758,
frequency,1.0_hz,1.0 Hz,15,1.0,19.20738633554102,,,4.777854622982943,
frequency,1.0_hz,1.0 Hz,16,1.0,19.41113334088884,,,4.764562497726679,
frequency,1.0_hz,1.0 Hz,17,1.0,16.863107453143552,,,4.856937791662214,
frequency,1.0_hz,1.0 Hz,18,1.0,17.727257461039507,,,4.829231285675222,
frequency,1.0_hz,1.0 Hz,19,1.0,19.208056336429845,,,4.721974476863576,
frequency,1.0_hz,1.0 Hz,20,1.0,17.21001046367284,,,4.82198440679274,
frequency,1.0_hz,1.0 Hz,21,1.0,16.245705921372842,,,4.794428743059003,
frequency,1.0_hz,1.0 Hz,22,1.0,18.808389538813532,,,4.7984282632359685,
frequency,1.0_hz,1.0 Hz,23,1.0,20.5738860180655,,,4.805224319925569,
frequency,1.0_hz,1.0 Hz,24,1.0,16.585254089216363,,,4.783689735186653,
frequency,1.0_hz,1.0 Hz,25,1.0,17.059055335983253,,,4.8290417303194,
frequency,1.0_hz,1.0 Hz,26,1.0,18.58474725449453,,,4.897721813541545,
frequency,1.0_hz,1.0 Hz,27,1.0,18.879520811384953,,,4.744195562378686,
frequency,1.0_hz,1.0 Hz,28,1.0,17.42696045769867,,,4.810349755600132,
frequency,1.0_hz,1.0 Hz,29,1.0,18.282880727999736,,,4.71796821437014,
frequency,1.0_hz,1.0 Hz,30,1.0,17.233105527687474,,,4.645049476665407,
frequency,1.0_hz,1.0 Hz,31,1.0,18.878148968440815,,,4.837534632671102,
frequency,1.0_hz,1.0 Hz,32,1.0,18.446995563063098,,,4.7901645579733145,
frequency,1.0_hz,1.0 Hz,33,1.0,18.226966443503795,,,4.81602747619945,
frequency,1.0_hz,1.0 Hz,34,1.0,18.5634689026673,,,4.940412603329516,
frequency,1.0_hz,1.0 Hz,35,1.0,20.24056117458338,,,4.889317557830884,
frequency,1.0_hz,1.0 Hz,36,1.0,17.353542088309087,,,4.864378146546702,
frequency,1.0_hz,1.0 Hz,37,1.0,18.495818009579033,,,4.724977598889975,
frequency,1.0_hz,1.0 Hz,38,1.0,21.129874685299487,,,4.780257664513602,
frequency,1.0_hz,1.0 Hz,39,1.0,19.20436849622417,,,4.884384772920427,
frequency,1.0_hz,1.0 Hz,40,1.0,18.06881746120225,,,4.766030408793828,
frequency,1.0_hz,1.0 Hz,41,1.0,18.343169980761886,,,4.813059804953976,
frequency,1.0_hz,1.0 Hz,42,1.0,18.400084730964192,,,4.814839301098453,
frequency,1.0_hz,1.0 Hz,43,1.0,18.849728086170487,,,4.762159828451405,
frequency,1.0_hz,1.0 Hz,44,1.0,18.962336668777056,,,4.816513092288755,
frequency,1.0_hz,1.0 Hz,45,1.0,16.913615134081773,,,4.794256756638383,
frequency,1.0_hz,1.0 Hz,46,1.0,18.17949039232786,,,4.885542697665641,
frequency,1.0_hz,1.0 Hz,47,1.0,16.572539690205744,,,4.813207368349915,
frequency,1.0_hz,1.0 Hz,48,1.0,18.201875517364304,,,4.7007327797551355,
frequency,1.0_hz,1.0 Hz,49,1.0,19.758592968234208,,,4.723672103202072,
frequency,1.0_hz,1.0 Hz,50,1.0,18.508808030929263,,,4.756799071240194,
frequency,1.0_hz,1.0 Hz,51,1.0,19.069742476005505,,,4.830012587317159,
frequency,1.0_hz,1.0 Hz,52,1.0,18.347909912697627,,,4.891547516507579,
frequency,1.0_hz,1.0 Hz,53,1.0,18.935902739819436,,,4.805650387561875,
frequency,1.0_hz,1.0 Hz,54,1.0,17.731273570002067,,,4.871447013638865,
frequency,1.0_hz,1.0 Hz,55,1.0,19.087090700166986,,,4.82367932728692,
frequency,1.0_hz,1.0 Hz,56,1.0,19.57414795047202,,,4.806081518881458,
frequency,1.0_hz,1.0 Hz,57,1.0,19.146303701362157,,,4.8220509235525135,
frequency,1.0_hz,1.0 Hz,58,1.0,17.31764608769793,,,4.789218992902539,
frequency,1.0_hz,1.0 Hz,59,1.0,15.752919367813135,,,4.769024650225083,
frequency,1.0_hz,1.0 Hz,60,1.0,18.59796815867405,,,4.774988092997997,
frequency,1.0_hz,1.0 Hz,61,1.0,19.47361597449661,,,4.698993367522654,
frequency,1.0_hz,1.0 Hz,62,1.0,17.40814364045915,,,4.925664081339465,
frequency,1.0_hz,1.0 Hz,63,1.0,16.98016055825074,,,4.793580213590845,
frequency,1.0_hz,1.0 Hz,64,1.0,19.361819006833095,,,4.752269752285327,
frequency,1.0_hz,1.0 Hz,65,1.0,17.58296629665562,,,4.740915444025032,
frequency,1.0_hz,1.0 Hz,66,1.0,20.053866937858494,,,4.717500205933271,
frequency,1.0_hz,1.0 Hz,67,1.0,15.440670916528024,,,4.761861167872137,
frequency,1.0_hz,1.0 Hz,68,1.0,17.197106919561584,,,4.777641399217011,
frequency,1.0_hz,1.0 Hz,69,1.0,18.647349804811583,,,4.818076161914643,
frequency,1.0_hz,1.0 Hz,70,1.0,18.32876027494156,,,4.761901879807703,
frequency,1.0_hz,1.0 Hz,71,1.0,17.90209929579302,,,4.835769373403123,
frequency,1.0_hz,1.0 Hz,72,1.0,18.123677405759594,,,4.810047375666732,
frequency,1.0_hz,1.0 Hz,73,1.0,18.947309392849352,,,4.862645760171477,
frequency,1.0_hz,1.0 Hz,74,1.0,18.48632583547323,,,4.805576511540578,
frequency,1.0_hz,1.0 Hz,75,1.0,18.409891561565725,,,4.8408525286533814,
frequency,1.0_hz,1.0 Hz,76,1.0,21.946533524397534,,,4.827374539693111,
frequency,1.0_hz,1.0 Hz,77,1.0,18.17445373829566,,,4.7716737162518505,
frequency,1.0_hz,1.0 Hz,78,1.0,19.628042990190963,,,4.827756652135892,
frequency,1.0_hz,1.0 Hz,79,1.0,19.38552520507107,,,4.829830397602434,
frequency,1.0_hz,1.0 Hz,80,1.0,17.453058402783533,,,4.849265293012712,
frequency,1.0_hz,1.0 Hz,81,1.0,18.88228515469542,,,4.685071837429415,
frequency,1.0_hz,1.0 Hz,82,1.0,19.09341811810655,,,4.777702865577421,
frequency,1.0_hz,1.0 Hz,83,1.0,20.36915826069778,,,4.744570362102663,
frequency,1.0_hz,1.0 Hz,84,1.0,20.36722721032478,,,4.870558889840537,
frequency,1.0_hz,1.0 Hz,85,1.0,18.126260758234938,,,4.81039095470406,
frequency,1.0_hz,1.0 Hz,86,1.0,17.74161523890621,,,4.874876102792161,
frequency,1.0_hz,1.0 Hz,87,1.0,20.660445910915467,,,4.804806401176626,
frequency,1.0_hz,1.0 Hz,88,1.0,17.426086961660445,,,4.781893730950609,
frequency,1.0_hz,1.0 Hz,89,1.0,17.822212325969435,,,4.711033200146885,
frequency,1.0_hz,1.0 Hz,90,1.0,20.2313954029328,,,4.771623055546341,
frequency,1.0_hz,1.0 Hz,91,1.0,18.97116192665835,,,4.772574698401584,
frequency,1.0_hz,1.0 Hz,92,1.0,18.411222351018214,,,4.787202147859031,
frequency,1.0_hz,1.0 Hz,93,1.0,18.648896259274796,,,4.732119198819706,
frequency,1.0_hz,1.0 Hz,94,1.0,19.25633665466864,,,4.7332124213787905,
frequency,1.0_hz,1.0 Hz,95,1.0,17.973202137242843,,,4.756481071841312,
frequency,1.0_hz,1.0 Hz,96,1.0,16.63173026532181,,,4.710297033954319,
frequency,1.0_hz,1.0 Hz,97,1.0,20.23250879574599,,,4.709563320782194,
frequency,1.0_hz,1.0 Hz,98,1.0,19.46449345674015,,,4.819446997326357,
frequency,1.0_hz,1.0 Hz,99,1.0,20.168842857598797,,,4.860927584488695,
frequency,1.0_hz,1.0 Hz,100,1.0,18.20733778846891,,,4.875997975017565,
frequency,1.5_hz,1.5 Hz,1,1.5,24.997989297717037,,,5.85264500919072,
frequency,1.5_hz,1.5 Hz,2,1.5,23.54856992377874,,,5.890800611981722,
frequency,1.5_hz,1.5 Hz,3,1.5,26.435294883816365,,,5.817271329354922,
frequency,1.5_hz,1.5 Hz,4,1.5,27.315218818574245,,,5.882105541313865,
frequency,1.5_hz,1.5 Hz,5,1.5,26.690707261227725,,,5.838205271503537,
frequency,1.5_hz,1.5 Hz,6,1.5,24.42551041432528,,,5.993750785876149,
frequency,1.5_hz,1.5 Hz,7,1.5,25.849033343813787,,,5.825612907127971,
frequency,1.5_hz,1.5 Hz,8,1.5,28.007198329986487,,,5.931115771308745,
frequency,1.5_hz,1.5 Hz,9,1.5,24.063828705565864,,,6.003522205120875,
frequency,1.5_hz,1.5 Hz,10,1.5,26.370778457143633,,,5.981753361192307,
frequency,1.5_hz,1.5 Hz,11,1.5,25.27650161836966,,,5.868525265834274,
frequency,1.5_hz,1.5 Hz,12,1.5,25.266169130550047,,,5.806299945313699,
frequency,1.5_hz,1.5 Hz,13,1.5,25.620964377770694,,,5.822110447438275,
frequency,1.5_hz,1.5 Hz,14,1.5,25.23687300096564,,,5.845427064128526,
frequency,1.5_hz,1.5 Hz,15,1.5,24.4352544918814,,,5.873940888588991,
frequency,1.5_hz,1.5 Hz,16,1.5,25.552635980230253,,,5.850029211738893,
frequency,1.5_hz,1.5 Hz,17,1.5,27.12616305776476,,,6.103767374208045,
frequency,1.5_hz,1.5 Hz,18,1.5,25.52276437924952,,,6.0732198121763075,
frequency,1.5_hz,1.5 Hz,19,1.5,27.345585198873998,,,5.966584293410764,
frequency,1.5_hz,1.5 Hz,20,1.5,23.525887741696213,,,5.7670900224336945,
frequency,1.5_hz,1.5 Hz,21,1.5,24.680167982166623,,,5.863886969012907,
frequency,1.5_hz,1.5 Hz,22,1.5,22.19573009370074,,,5.779323318785462,
frequency,1.5_hz,1.5 Hz,23,1.5,25.003980989976494,,,5.946680339564545,
frequency,1.5_hz,1.5 Hz,24,1.5,27.885550466287874,,,5.905002444590962,
frequency,1.5_hz,1.5 Hz,25,1.5,26.493025906671825,,,5.934662246391249,
frequency,1.5_hz,1.5 Hz,26,1.5,23.39558703856829,,,5.864525638929391,
frequency,1.5_hz,1.5 Hz,27,1.5,26.581675859559482,,,5.829743347269472,
frequency,1.5_hz,1.5 Hz,28,1.5,24.519255328790283,,,5.934282331107224,
frequency,1.5_hz,1.5 Hz,29,1.5,24.592628099472595,,,5.8506736600421805,
frequency,1.5_hz,1.5 Hz,30,1.5,24.69814665706832,,,5.883814108823768,
frequency,1.5_hz,1.5 Hz,31,1.5,24.82383556877162,,,6.008157410215877,
frequency,1.5_hz,1.5 Hz,32,1.5,25.664967950138596,,,5.965287344193903,
frequency,1.5_hz,1.5 Hz,33,1.5,24.862204079084464,,,5.964944796026085,
frequency,1.5_hz,1.5 Hz,34,1.5,25.398939112232735,,,6.073290632296601,
frequency,1.5_hz,1.5 Hz,35,1.5,24.505208175899387,,,5.978542499761108,
frequency,1.5_hz,1.5 Hz,36,1.5,25.078570916592618,,,5.806511262562241,
frequency,1.5_hz,1.5 Hz,37,1.5,25.811241529949463,,,5.914671135525263,
frequency,1.5_hz,1.5 Hz,38,1.5,24.566808967124427,,,5.922591329391378,
frequency,1.5_hz,1.5 Hz,39,1.5,28.280426155764033,,,6.031832370161549,
frequency,1.5_hz,1.5 Hz,40,1.5,24.449667869126326,,,5.74018720441947,
frequency,1.5_hz,1.5 Hz,41,1.5,21.638863414161705,,,5.944466773685097,
frequency,1.5_hz,1.5 Hz,42,1.5,27.367630723979474,,,6.003980002009371,
frequency,1.5_hz,1.5 Hz,43,1.5,26.25318432115337,,,5.860754640430332,
frequency,1.5_hz,1.5 Hz,44,1.5,23.60183651662067,,,5.812836833111918,
frequency,1.5_hz,1.5 Hz,45,1.5,25.830681338343815,,,5.730627463400546,
frequency,1.5_hz,1.5 Hz,46,1.5,24.360203260901333,,,5.875965678853159,
frequency,1.5_hz,1.5 Hz,47,1.5,26.108133066425616,,,6.00640749042731,
frequency,1.5_hz,1.5 Hz,48,1.5,26.727863196626572,,,5.8986703443986155,
frequency,1.5_hz,1.5 Hz,49,1.5,24.130652396737684,,,5.835691287533535,
frequency,1.5_hz,1.5 Hz,50,1.5,24.135172051743982,,,5.798060436724017,
frequency,1.5_hz,1.5 Hz,51,1.5,24.302152190376948,,,5.966478879463675,
frequency,1.5_hz,1.5 Hz,52,1.5,24.72890306112491,,,5.910690187939009,
frequency,1.5_hz,1.5 Hz,53,1.5,25.702507504910685,,,5.88431284709425,
frequency,1.5_hz,1.5 Hz,54,1.5,22.75344825455561,,,5.815368124058983,
frequency,1.5_hz,1.5 Hz,55,1.5,25.356829505321013,,,5.919707499701759,
frequency,1.5_hz,1.5 Hz,56,1.5,23.464164533871344,,,5.894946361587888,
frequency,1.5_hz,1.5 Hz,57,1.5,25.168629308806857,,,5.926942831326118,
frequency,1.5_hz,1.5 Hz,58,1.5,24.766520629532106,,,6.074297175702646,
frequency,1.5_hz,1.5 Hz,59,1.5,26.99182726623924,,,6.101840689783885,
frequency,1.5_hz,1.5 Hz,60,1.5,24.186315737785456,,,5.8862379697459435,
frequency,1.5_hz,1.5 Hz,61,1.5,23.924775727215657,,,6.11984543158637,
frequency,1.5_hz,1.5 Hz,62,1.5,24.893101990797334,,,5.931561579365135,
frequency,1.5_hz,1.5 Hz,63,1.5,25.619025343535128,,,5.832844387512913,
frequency,1.5_hz,1.5 Hz,64,1.5,28.869679608562212,,,5.833851539772541,
frequency,1.5_hz,1.5 Hz,65,1.5,24.856556115141352,,,5.852804694324474,
frequency,1.5_hz,1.5 Hz,66,1.5,24.570368061730658,,,5.65681406702103,
frequency,1.5_hz,1.5 Hz,67,1.5,26.043403371181395,,,5.960694056742562,
frequency,1.5_hz,1.5 Hz,68,1.5,22.489848946753813,,,5.903788383442179,
frequency,1.5_hz,1.5 Hz,69,1.5,28.118910298899547,,,5.8029332231487825,
frequency,1.5_hz,1.5 Hz,70,1.5,25.41675600405914,,,5.889529969728369,
frequency,1.5_hz,1.5 Hz,71,1.5,26.228109595451883,,,5.853306460209452,
frequency,1.5_hz,1.5 Hz,72,1.5,27.198459595709124,,,5.9521007107384385,
frequency,1.5_hz,1.5 Hz,73,1.5,23.503430482431114,,,5.858929039467387,
frequency,1.5_hz,1.5 Hz,74,1.5,23.971823690558747,,,5.925496804070972,
frequency,1.5_hz,1.5 Hz,75,1.5,23.16829174309211,,,5.875838738706428,
frequency,1.5_hz,1.5 Hz,76,1.5,25.613840282483952,,,5.823809363785422,
frequency,1.5_hz,1.5 Hz,77,1.5,22.786167334265702,,,5.8683350952273265,
frequency,1.5_hz,1.5 Hz,78,1.5,24.92512904731172,,,5.817832115428196,
frequency,1.5_hz,1.5 Hz,79,1.5,25.981613488132826,,,5.990487952493645,
frequency,1.5_hz,1.5 Hz,80,1.5,26.356594890627278,,,5.994521733162725,
frequency,1.5_hz,1.5 Hz,81,1.5,25.506866678115998,,,5.848928397683238,
frequency,1.5_hz,1.5 Hz,82,1.5,23.10802447807271,,,5.901714191580407,
frequency,1.5_hz,1.5 Hz,83,1.5,25.574124960057144,,,5.9761677584991935,
frequency,1.5_hz,1.5 Hz,84,1.5,24.82921844697094,,,6.012716680765144,
frequency,1.5_hz,1.5 Hz,85,1.5,25.671700312415958,,,5.887492749051593,
frequency,1.5_hz,1.5 Hz,86,1.5,23.394491095470286,,,6.024222091189777,
frequency,1.5_hz,1.5 Hz,87,1.5,22.58833222813329,,,6.024064866838554,
frequency,1.5_hz,1.5 Hz,88,1.5,25.99410769189237,,,5.797800073270358,
frequency,1.5_hz,1.5 Hz,89,1.5,25.492704180038434,,,6.050216986082715,
frequency,1.5_hz,1.5 Hz,90,1.5,23.92126173126147,,,5.803776758729581,
frequency,1.5_hz,1.5 Hz,91,1.5,24.364239493274578,,,5.9928685069219805,
frequency,1.5_hz,1.5 Hz,92,1.5,24.677307817959402,,,5.850634662204183,
frequency,1.5_hz,1.5 Hz,93,1.5,24.84777025067399,,,5.9310536662254565,
frequency,1.5_hz,1.5 Hz,94,1.5,24.869356575082477,,,5.895687994200041,
frequency,1.5_hz,1.5 Hz,95,1.5,25.840588593553,,,5.869876428375375,
frequency,1.5_hz,1.5 Hz,96,1.5,28.024621333375578,,,5.900233545601983,
frequency,1.5_hz,1.5 Hz,97,1.5,25.716614504825206,,,5.9502485479872895,
frequency,1.5_hz,1.5 Hz,98,1.5,24.75067022397523,,,5.738007344994433,
frequency,1.5_hz,1.5 Hz,99,1.5,24.696777928184762,,,6.084361801917502,
frequency,1.5_hz,1.5 Hz,100,1.5,24.219047732481407,,,5.957855120096597,
frequency,2.0_hz,2.0 Hz,1,2.0,32.33471954324514,,,7.392488046732189,
frequency,2.0_hz,2.0 Hz,2,2.0,32.213988282222445,,,7.415323633718396,
frequency,2.0_hz,2.0 Hz,3,2.0,32.37034101958194,,,7.318365521749076,
frequency,2.0_hz,2.0 Hz,4,2.0,32.134742998563965,,,7.26525487424453,
frequency,2.0_hz,2.0 Hz,5,2.0,31.33880195212249,,,7.33854386083257,
frequency,2.0_hz,2.0 Hz,6,2.0,33.51058567037311,,,7.365905672676903,
frequency,2.0_hz,2.0 Hz,7,2.0,35.19211218323549,,,7.399034318790376,
frequency,2.0_hz,2.0 Hz,8,2.0,29.887920927360394,,,7.1989818012556315,
frequency,2.0_hz,2.0 Hz,9,2.0,31.051466766099235,,,7.179607066385029,
frequency,2.0_hz,2.0 Hz,10,2.0,29.9427028587228,,,7.295414377627773,
frequency,2.0_hz,2.0 Hz,11,2.0,29.62388032920325,,,7.339294146378437,
frequency,2.0_hz,2.0 Hz,12,2.0,32.127786231339634,,,7.154528110500049,
frequency,2.0_hz,2.0 Hz,13,2.0,32.758128088256704,,,7.46185388839162,
frequency,2.0_hz,2.0 Hz,14,2.0,32.3017297354083,,,7.262642865017865,
frequency,2.0_hz,2.0 Hz,15,2.0,34.52385081750802,,,7.172976082097398,
frequency,2.0_hz,2.0 Hz,16,2.0,32.686570509095745,,,7.353311560832708,
frequency,2.0_hz,2.0 Hz,17,2.0,34.62003114072885,,,7.2412963267860935,
frequency,2.0_hz,2.0 Hz,18,2.0,31.586081088774474,,,7.288890488195536,
frequency,2.0_hz,2.0 Hz,19,2.0,35.67205228137363,,,7.261956208917192,
frequency,2.0_hz,2.0 Hz,20,2.0,30.606672894793522,,,7.367671705542908,
frequency,2.0_hz,2.0 Hz,21,2.0,32.253726343454,,,7.18870648181132,
frequency,2.0_hz,2.0 Hz,22,2.0,30.202589563101096,,,7.169113306519097,
frequency,2.0_hz,2.0 Hz,23,2.0,33.347687664113224,,,7.243762566714982,
frequency,2.0_hz,2.0 Hz,24,2.0,32.86212167824063,,,7.153514922727713,
frequency,2.0_hz,2.0 Hz,25,2.0,34.044671395658135,,,7.143868930870047,
frequency,2.0_hz,2.0 Hz,26,2.0,32.28660981163888,,,7.232294097837859,
frequency,2.0_hz,2.0 Hz,27,2.0,29.813836108649557,,,7.318366529990321,
frequency,2.0_hz,2.0 Hz,28,2.0,31.400609173029693,,,7.486944849051537,
frequency,2.0_hz,2.0 Hz,29,2.0,34.544912676344474,,,7.302311121352757,
frequency,2.0_hz,2.0 Hz,30,2.0,29.97213614331456,,,7.339087905140255,
frequency,2.0_hz,2.0 Hz,31,2.0,33.14880193362871,,,7.297091806615612,
frequency,2.0_hz,2.0 Hz,32,2.0,33.95823000562332,,,7.346837245188719,
frequency,2.0_hz,2.0 Hz,33,2.0,30.583666028306858,,,7.228994756213173,
frequency,2.0_hz,2.0 Hz,34,2.0,31.199928927465876,,,7.458071473056244,
